TUMOURICDSITE3CODE,OPCSRESECTIONCODE
Major salivary glands,F281
Major salivary glands,F301
Major salivary glands,F303
Major salivary glands,F304
Major salivary glands,F305
Major salivary glands,F324
Major salivary glands,F328
Major salivary glands,F349
Major salivary glands,F381
Major salivary glands,F382
Major salivary glands,F391
Major salivary glands,F392
Major salivary glands,F441
Major salivary glands,F442
Major salivary glands,F443
Major salivary glands,F444
Major salivary glands,F451
Major salivary glands,G021
Major salivary glands,G032
Major salivary glands,S171
Major salivary glands,S208
Major salivary glands,S248
Major salivary glands,S288
Major salivary glands,S353
Major salivary glands,T851
Major salivary glands,V061
Major salivary glands,V068
Major salivary glands,V069
Major salivary glands,V141
Major salivary glands,V142
Major salivary glands,V143
Major salivary glands,V144
Major salivary glands,V149
Major salivary glands,V168
Major salivary glands,V191
Major salivary glands,Y051
Major salivary glands,Y592
Major salivary glands,Y598
Major salivary glands,Y612
Major salivary glands,Y631
Major salivary glands,Y638
Major salivary glands,Y662
Oral cavity,E191
Oral cavity,E192
Oral cavity,E214
Oral cavity,E231
Oral cavity,E242
Oral cavity,E291
Oral cavity,E292
Oral cavity,E293
Oral cavity,E294
Oral cavity,E295
Oral cavity,E296
Oral cavity,E299
Oral cavity,E301
Oral cavity,E341
Oral cavity,E342
Oral cavity,E343
Oral cavity,E352
Oral cavity,E414
Oral cavity,F011
Oral cavity,F018
Oral cavity,F021
Oral cavity,F042
Oral cavity,F202
Oral cavity,F221
Oral cavity,F222
Oral cavity,F231
Oral cavity,F281
Oral cavity,F301
Oral cavity,F303
Oral cavity,F304
Oral cavity,F305
Oral cavity,F324
Oral cavity,F328
Oral cavity,F349
Oral cavity,F381
Oral cavity,F382
Oral cavity,F391
Oral cavity,F392
Oral cavity,F441
Oral cavity,F442
Oral cavity,F443
Oral cavity,F444
Oral cavity,F451
Oral cavity,G021
Oral cavity,G032
Oral cavity,S171
Oral cavity,S208
Oral cavity,S248
Oral cavity,S288
Oral cavity,S353
Oral cavity,T851
Oral cavity,V061
Oral cavity,V068
Oral cavity,V069
Oral cavity,V141
Oral cavity,V142
Oral cavity,V143
Oral cavity,V144
Oral cavity,V149
Oral cavity,V168
Oral cavity,V191
Oral cavity,Y051
Oral cavity,Y592
Oral cavity,Y598
Oral cavity,Y612
Oral cavity,Y631
Oral cavity,Y638
Oral cavity,Y662
Oropharynx,E191
Oropharynx,E192
Oropharynx,E214
Oropharynx,E231
Oropharynx,E242
Oropharynx,E291
Oropharynx,E292
Oropharynx,E293
Oropharynx,E294
Oropharynx,E295
Oropharynx,E296
Oropharynx,E299
Oropharynx,E301
Oropharynx,E341
Oropharynx,E342
Oropharynx,E343
Oropharynx,E352
Oropharynx,E414
Oropharynx,F011
Oropharynx,F018
Oropharynx,F021
Oropharynx,F042
Oropharynx,F202
Oropharynx,F221
Oropharynx,F222
Oropharynx,F231
Oropharynx,F281
Oropharynx,F301
Oropharynx,F303
Oropharynx,F304
Oropharynx,F305
Oropharynx,F324
Oropharynx,F328
Oropharynx,F349
Oropharynx,F381
Oropharynx,F382
Oropharynx,F391
Oropharynx,F392
Oropharynx,F441
Oropharynx,F442
Oropharynx,F443
Oropharynx,F444
Oropharynx,F451
Oropharynx,G021
Oropharynx,G032
Oropharynx,S171
Oropharynx,S208
Oropharynx,S248
Oropharynx,S288
Oropharynx,S353
Oropharynx,T851
Oropharynx,V061
Oropharynx,V068
Oropharynx,V069
Oropharynx,V141
Oropharynx,V142
Oropharynx,V143
Oropharynx,V144
Oropharynx,V149
Oropharynx,V168
Oropharynx,V191
Oropharynx,Y051
Oropharynx,Y592
Oropharynx,Y598
Oropharynx,Y612
Oropharynx,Y631
Oropharynx,Y638
Oropharynx,Y662
Oropharynx_C09,E191
Oropharynx_C09,E192
Oropharynx_C09,E214
Oropharynx_C09,E231
Oropharynx_C09,E242
Oropharynx_C09,E291
Oropharynx_C09,E292
Oropharynx_C09,E293
Oropharynx_C09,E294
Oropharynx_C09,E295
Oropharynx_C09,E296
Oropharynx_C09,E299
Oropharynx_C09,E301
Oropharynx_C09,E341
Oropharynx_C09,E342
Oropharynx_C09,E343
Oropharynx_C09,E352
Oropharynx_C09,E414
Oropharynx_C09,F011
Oropharynx_C09,F018
Oropharynx_C09,F021
Oropharynx_C09,F042
Oropharynx_C09,F202
Oropharynx_C09,F221
Oropharynx_C09,F222
Oropharynx_C09,F231
Oropharynx_C09,F281
Oropharynx_C09,F301
Oropharynx_C09,F303
Oropharynx_C09,F304
Oropharynx_C09,F305
Oropharynx_C09,F324
Oropharynx_C09,F328
Oropharynx_C09,F349
Oropharynx_C09,F381
Oropharynx_C09,F382
Oropharynx_C09,F391
Oropharynx_C09,F392
Oropharynx_C09,F441
Oropharynx_C09,F442
Oropharynx_C09,F443
Oropharynx_C09,F444
Oropharynx_C09,F451
Oropharynx_C09,G021
Oropharynx_C09,G032
Oropharynx_C09,S171
Oropharynx_C09,S208
Oropharynx_C09,S248
Oropharynx_C09,S288
Oropharynx_C09,S353
Oropharynx_C09,T851
Oropharynx_C09,V061
Oropharynx_C09,V068
Oropharynx_C09,V069
Oropharynx_C09,V141
Oropharynx_C09,V142
Oropharynx_C09,V143
Oropharynx_C09,V144
Oropharynx_C09,V149
Oropharynx_C09,V168
Oropharynx_C09,V191
Oropharynx_C09,Y051
Oropharynx_C09,Y592
Oropharynx_C09,Y598
Oropharynx_C09,Y612
Oropharynx_C09,Y631
Oropharynx_C09,Y638
Oropharynx_C09,Y662
Oropharynx_C09,F341
Other head and neck,E191
Other head and neck,E192
Other head and neck,E214
Other head and neck,E231
Other head and neck,E242
Other head and neck,E291
Other head and neck,E292
Other head and neck,E293
Other head and neck,E294
Other head and neck,E295
Other head and neck,E296
Other head and neck,E299
Other head and neck,E301
Other head and neck,E341
Other head and neck,E342
Other head and neck,E343
Other head and neck,E352
Other head and neck,E414
Other head and neck,F011
Other head and neck,F018
Other head and neck,F021
Other head and neck,F042
Other head and neck,F202
Other head and neck,F221
Other head and neck,F222
Other head and neck,F231
Other head and neck,F281
Other head and neck,F301
Other head and neck,F303
Other head and neck,F304
Other head and neck,F305
Other head and neck,F324
Other head and neck,F328
Other head and neck,F349
Other head and neck,F381
Other head and neck,F382
Other head and neck,F391
Other head and neck,F392
Other head and neck,F441
Other head and neck,F442
Other head and neck,F443
Other head and neck,F444
Other head and neck,F451
Other head and neck,G021
Other head and neck,G032
Other head and neck,S171
Other head and neck,S208
Other head and neck,S248
Other head and neck,S288
Other head and neck,S353
Other head and neck,T851
Other head and neck,V061
Other head and neck,V068
Other head and neck,V069
Other head and neck,V141
Other head and neck,V142
Other head and neck,V143
Other head and neck,V144
Other head and neck,V149
Other head and neck,V168
Other head and neck,V191
Other head and neck,Y051
Other head and neck,Y592
Other head and neck,Y598
Other head and neck,Y612
Other head and neck,Y631
Other head and neck,Y638
Other head and neck,Y662
Oesophagus,G011
Oesophagus,G013
Oesophagus,G018
Oesophagus,G019
Oesophagus,G021
Oesophagus,G022
Oesophagus,G023
Oesophagus,G024
Oesophagus,G025
Oesophagus,G028
Oesophagus,G029
Oesophagus,G031
Oesophagus,G032
Oesophagus,G033
Oesophagus,G034
Oesophagus,G035
Oesophagus,G036
Oesophagus,G038
Oesophagus,G039
Oesophagus,G271
Oesophagus,G274
Oesophagus,G275
Oesophagus,G279
Stomach,G011
Stomach,G012
Stomach,G013
Stomach,G039
Stomach,G271
Stomach,G272
Stomach,G273
Stomach,G274
Stomach,G275
Stomach,G278
Stomach,G279
Stomach,G281
Stomach,G282
Stomach,G283
Stomach,G288
Stomach,G289
Colon,H041
Colon,H042
Colon,H043
Colon,H048
Colon,H049
Colon,H051
Colon,H052
Colon,H053
Colon,H058
Colon,H059
Colon,H061
Colon,H062
Colon,H063
Colon,H064
Colon,H065
Colon,H068
Colon,H069
Colon,H071
Colon,H072
Colon,H073
Colon,H074
Colon,H075
Colon,H078
Colon,H079
Colon,H081
Colon,H082
Colon,H083
Colon,H084
Colon,H085
Colon,H088
Colon,H089
Colon,H091
Colon,H092
Colon,H093
Colon,H094
Colon,H095
Colon,H098
Colon,H099
Colon,H101
Colon,H102
Colon,H103
Colon,H104
Colon,H105
Colon,H106
Colon,H108
Colon,H109
Colon,H111
Colon,H112
Colon,H113
Colon,H114
Colon,H115
Colon,H118
Colon,H119
Colon,H291
Colon,H292
Colon,H293
Colon,H294
Colon,H298
Colon,H299
Colon,H322
Colon,H331
Colon,H332
Colon,H333
Colon,H334
Colon,H335
Colon,H336
Colon,H337
Colon,H338
Colon,H339
Colon,H404
Colon,H408
Colon,H409
Colon,X141
Colon,X142
Colon,X143
Colon,X148
Colon,X149
Rectum,H041
Rectum,H042
Rectum,H043
Rectum,H048
Rectum,H049
Rectum,H051
Rectum,H052
Rectum,H053
Rectum,H058
Rectum,H059
Rectum,H061
Rectum,H062
Rectum,H063
Rectum,H064
Rectum,H065
Rectum,H068
Rectum,H069
Rectum,H071
Rectum,H072
Rectum,H073
Rectum,H074
Rectum,H075
Rectum,H078
Rectum,H079
Rectum,H081
Rectum,H082
Rectum,H083
Rectum,H084
Rectum,H085
Rectum,H088
Rectum,H089
Rectum,H091
Rectum,H092
Rectum,H093
Rectum,H094
Rectum,H095
Rectum,H098
Rectum,H099
Rectum,H101
Rectum,H102
Rectum,H103
Rectum,H104
Rectum,H105
Rectum,H106
Rectum,H108
Rectum,H109
Rectum,H111
Rectum,H112
Rectum,H113
Rectum,H114
Rectum,H115
Rectum,H118
Rectum,H119
Rectum,H291
Rectum,H292
Rectum,H293
Rectum,H294
Rectum,H298
Rectum,H299
Rectum,H322
Rectum,H331
Rectum,H332
Rectum,H333
Rectum,H334
Rectum,H335
Rectum,H336
Rectum,H337
Rectum,H338
Rectum,H339
Rectum,H404
Rectum,H408
Rectum,H409
Rectum,X141
Rectum,X142
Rectum,X143
Rectum,X148
Rectum,X149
Gallbladder,J011
Gallbladder,J015
Gallbladder,J019
Gallbladder,J021
Gallbladder,J022
Gallbladder,J023
Gallbladder,J024
Gallbladder,J026
Gallbladder,J027
Gallbladder,J028
Gallbladder,J029
Gallbladder,J031
Gallbladder,J032
Gallbladder,J033
Gallbladder,J034
Gallbladder,J035
Gallbladder,J038
Gallbladder,J053
Gallbladder,J083
Gallbladder,J101
Gallbladder,J181
Gallbladder,J182
Gallbladder,J183
Gallbladder,J184
Gallbladder,J185
Gallbladder,J188
Gallbladder,J231
Gallbladder,J271
Gallbladder,J273
Gallbladder,J274
Gallbladder,J275
Gallbladder,J278
Gallbladder,J279
Gallbladder,J281
Gallbladder,J282
Gallbladder,J288
Gallbladder,J361
Gallbladder,J551
Gallbladder,J552
Gallbladder,J561
Gallbladder,J562
Gallbladder,J563
Gallbladder,T876
Gallbladder,T878
Cholangiocarcinoma,J011
Cholangiocarcinoma,J015
Cholangiocarcinoma,J019
Cholangiocarcinoma,J021
Cholangiocarcinoma,J022
Cholangiocarcinoma,J023
Cholangiocarcinoma,J024
Cholangiocarcinoma,J026
Cholangiocarcinoma,J027
Cholangiocarcinoma,J028
Cholangiocarcinoma,J029
Cholangiocarcinoma,J031
Cholangiocarcinoma,J032
Cholangiocarcinoma,J033
Cholangiocarcinoma,J034
Cholangiocarcinoma,J035
Cholangiocarcinoma,J038
Cholangiocarcinoma,J053
Cholangiocarcinoma,J083
Cholangiocarcinoma,J101
Cholangiocarcinoma,J181
Cholangiocarcinoma,J182
Cholangiocarcinoma,J183
Cholangiocarcinoma,J184
Cholangiocarcinoma,J185
Cholangiocarcinoma,J188
Cholangiocarcinoma,J231
Cholangiocarcinoma,J271
Cholangiocarcinoma,J273
Cholangiocarcinoma,J274
Cholangiocarcinoma,J275
Cholangiocarcinoma,J278
Cholangiocarcinoma,J279
Cholangiocarcinoma,J281
Cholangiocarcinoma,J282
Cholangiocarcinoma,J288
Cholangiocarcinoma,J361
Cholangiocarcinoma,J551
Cholangiocarcinoma,J552
Cholangiocarcinoma,J561
Cholangiocarcinoma,J562
Cholangiocarcinoma,J563
Cholangiocarcinoma,T876
Cholangiocarcinoma,T878
Liver excluding intrahepatic cholangiocarcinoma,J011
Liver excluding intrahepatic cholangiocarcinoma,J015
Liver excluding intrahepatic cholangiocarcinoma,J019
Liver excluding intrahepatic cholangiocarcinoma,J021
Liver excluding intrahepatic cholangiocarcinoma,J022
Liver excluding intrahepatic cholangiocarcinoma,J023
Liver excluding intrahepatic cholangiocarcinoma,J024
Liver excluding intrahepatic cholangiocarcinoma,J026
Liver excluding intrahepatic cholangiocarcinoma,J027
Liver excluding intrahepatic cholangiocarcinoma,J028
Liver excluding intrahepatic cholangiocarcinoma,J029
Liver excluding intrahepatic cholangiocarcinoma,J031
Liver excluding intrahepatic cholangiocarcinoma,J032
Liver excluding intrahepatic cholangiocarcinoma,J033
Liver excluding intrahepatic cholangiocarcinoma,J034
Liver excluding intrahepatic cholangiocarcinoma,J035
Liver excluding intrahepatic cholangiocarcinoma,J038
Liver excluding intrahepatic cholangiocarcinoma,J053
Liver excluding intrahepatic cholangiocarcinoma,J083
Liver excluding intrahepatic cholangiocarcinoma,J101
Liver excluding intrahepatic cholangiocarcinoma,J181
Liver excluding intrahepatic cholangiocarcinoma,J182
Liver excluding intrahepatic cholangiocarcinoma,J183
Liver excluding intrahepatic cholangiocarcinoma,J184
Liver excluding intrahepatic cholangiocarcinoma,J185
Liver excluding intrahepatic cholangiocarcinoma,J188
Liver excluding intrahepatic cholangiocarcinoma,J231
Liver excluding intrahepatic cholangiocarcinoma,J271
Liver excluding intrahepatic cholangiocarcinoma,J273
Liver excluding intrahepatic cholangiocarcinoma,J274
Liver excluding intrahepatic cholangiocarcinoma,J275
Liver excluding intrahepatic cholangiocarcinoma,J278
Liver excluding intrahepatic cholangiocarcinoma,J279
Liver excluding intrahepatic cholangiocarcinoma,J281
Liver excluding intrahepatic cholangiocarcinoma,J282
Liver excluding intrahepatic cholangiocarcinoma,J288
Liver excluding intrahepatic cholangiocarcinoma,J361
Liver excluding intrahepatic cholangiocarcinoma,J551
Liver excluding intrahepatic cholangiocarcinoma,J552
Liver excluding intrahepatic cholangiocarcinoma,J561
Liver excluding intrahepatic cholangiocarcinoma,J562
Liver excluding intrahepatic cholangiocarcinoma,J563
Liver excluding intrahepatic cholangiocarcinoma,T876
Liver excluding intrahepatic cholangiocarcinoma,T878
Pancreas,J551
Pancreas,J552
Pancreas,J558
Pancreas,J559
Pancreas,J561
Pancreas,J562
Pancreas,J563
Pancreas,J568
Pancreas,J569
Pancreas,J571
Pancreas,J573
Pancreas,J574
Pancreas,J575
Pancreas,J578
Pancreas,J579
Pancreas,J582
Non-small cell lung cancer,E391
